L1_SDR;;;;;;;
2025-09-02 03:10:00.0;-14,4;1;0;-30,1;15,8;-14,3;
2025-09-02 03:15:00.0;-14,5;1;0;-30,1;15,7;-14,4;
2025-09-02 03:20:00.0;-14,5;1;0;-30;15,7;-14,4;
2025-09-02 03:25:00.0;-14,5;1;0;-30;15,6;-14,4;
2025-09-02 03:30:00.0;-14,5;1;0;-30;15,6;-14,4;
2025-09-02 03:35:00.0;-14,5;1;0;-30;15,6;-14,4;
2025-09-02 03:40:00.0;-14,6;1;0;-30;15,6;-14,5;
2025-09-02 03:45:00.0;-14,5;1;0;-30;15,6;-14,5;
2025-09-02 03:50:00.0;-14,6;1;0;-30,1;15,5;-14,5;
2025-09-02 03:55:00.0;-14,6;1;0;-30,1;15,5;-14,5;
2025-09-02 04:00:00.0;-14,6;1;0;-30,1;15,5;-14,5;
2025-09-02 04:05:00.0;-14,6;1;0;-30,1;15,5;-14,5;
2025-09-02 04:10:00.0;-14,4;1;0;-29,9;15,6;-14,4;
2025-09-02 04:15:00.0;-14,1;1;0;-30;15,9;-14;
2025-09-02 04:20:00.0;-14;1;0;-29,9;16;-13,9;
2025-09-02 04:25:00.0;-13,9;1;0;-29,9;16,1;-13,8;
2025-09-02 04:30:00.0;-13,8;1;0;-30;16,2;-13,8;
2025-09-02 04:35:00.0;-13,8;1;0;-30;16,3;-13,7;
2025-09-02 04:40:00.0;-13,7;1;0;-30;16,3;-13,6;
2025-09-02 04:45:00.0;-13,7;1;0;-29,9;16,4;-13,6;
2025-09-02 04:50:00.0;-13,7;1;0;-29,9;16,4;-13,6;
2025-09-02 04:55:00.0;-13,6;1;0;-30;16,5;-13,5;
2025-09-02 05:00:00.0;-13,3;1;0;-29,9;16,6;-13,4;
2025-09-02 05:05:00.0;-12,9;1;0;-29,9;17,1;-12,8;
2025-09-02 05:10:00.0;-12,5;1;0;-30;17,6;-12,4;
2025-09-02 05:15:00.0;-12;1;0;-29,9;18;-11,9;
2025-09-02 05:20:00.0;-11,5;1;0;-30,1;18,7;-11,4;
2025-09-02 05:25:00.0;-10,9;1;0;-29,9;19,2;-10,7;
2025-09-02 05:30:00.0;-10,5;1;0;-30;19,6;-10,4;
2025-09-02 05:35:00.0;-10,3;1;0;-30;19,8;-10,2;
2025-09-02 05:40:00.0;-10;1;0;-30;20,1;-9,9;
2025-09-02 05:45:00.0;-9,7;1;0;-29,9;20,3;-9,6;
2025-09-02 05:50:00.0;-10,1;1;0;-30;20,3;-9,7;
2025-09-02 05:55:00.0;-11,1;1;0;-29,9;19,1;-10,8;
2025-09-02 06:00:00.0;---;---;---;---;---;---;
2025-09-02 06:05:00.0;-12,5;---;0;-30,1;17,8;-12,3;
2025-09-02 06:10:00.0;-12,8;1;0;-30;17,4;-12,6;
2025-09-02 06:15:00.0;-13;1;0;-30,1;17,2;-12,9;
2025-09-02 06:20:00.0;-13,2;1;0;-30,1;16,9;-13,1;
2025-09-02 06:25:00.0;-13,4;1;0;-30,1;16,8;-13,3;
2025-09-02 06:30:00.0;-13,6;1;0;-30;16,6;-13,5;
2025-09-02 06:35:00.0;-13,7;1;0;-30;16,4;-13,6;
2025-09-02 06:40:00.0;-13,8;1;0;-30,1;16,4;-13,7;
2025-09-02 06:45:00.0;-13,9;1;0;-30,1;16,3;-13,8;
2025-09-02 06:50:00.0;-14;1;0;-30;16,2;-13,9;
2025-09-02 06:55:00.0;-14,1;1;0;-30;16,1;-14;
2025-09-02 07:00:00.0;-14,1;1;0;-30;16;-14;
2025-09-02 07:05:00.0;-14,2;1;0;-30,1;16;-14,1;
2025-09-02 07:10:00.0;-14,2;1;0;-30,1;15,9;-14,1;
2025-09-02 07:15:00.0;-14,3;1;0;-30;15,8;-14,2;
2025-09-02 07:20:00.0;-14,3;1;0;-30;15,8;-14,2;
2025-09-02 07:25:00.0;-14,4;1;0;-30;15,7;-14,3;
2025-09-02 07:30:00.0;-14,4;1;0;-30;15,7;-14,3;
2025-09-02 07:35:00.0;-12,4;1;0;-30,1;17,4;-12,7;
2025-09-02 07:40:00.0;-13,2;1;0;-30;17,1;-12,9;
2025-09-02 07:45:00.0;-13,5;1;0;-29,9;16,6;-13,3;
2025-09-02 07:50:00.0;-13,7;1;0;-30;16,4;-13,6;
2025-09-02 07:55:00.0;-13,9;1;0;-30;16,2;-13,8;
2025-09-02 08:00:00.0;-14,1;1;0;-30,1;16,1;-14;
2025-09-02 08:05:00.0;-14,2;1;0;-30,1;16;-14,1;
2025-09-02 08:10:00.0;-12,5;1;0;-30,1;17,5;-12,5;
2025-09-02 08:15:00.0;-13,1;1;0;-30;17,1;-12,9;
2025-09-02 08:20:00.0;-12,7;1;0;-30,1;17,3;-12,8;
2025-09-02 08:25:00.0;-13,2;1;0;-30;17,1;-13;
2025-09-02 08:30:00.0;-12,1;1;0;-30;17,6;-12,4;
2025-09-02 08:35:00.0;-11,9;1;0;-29,9;18;-11,9;
2025-09-02 08:40:00.0;-11,4;1;0;-29,9;18,5;-11,4;
2025-09-02 08:45:00.0;-10,2;1;0;-30;19,8;-10,2;
2025-09-02 08:50:00.0;-10,2;1;0;-30;19,9;-10,1;
2025-09-02 08:55:00.0;-9,9;1;0;-29,9;20,2;-9,7;
2025-09-02 09:00:00.0;-8,1;1;0;-29,9;21,1;-8,9;
2025-09-02 09:05:00.0;-7;1;0;-29,9;22,4;-7,5;
2025-09-02 09:10:00.0;-7,3;1;0;-30;22,4;-7,7;
2025-09-02 09:15:00.0;-8,1;1;0;-30;22,1;-7,9;
2025-09-02 09:20:00.0;-9;1;0;-30;21,3;-8,6;
2025-09-02 09:25:00.0;-10,2;1;0;-30,1;20,2;-9,9;
2025-09-02 09:30:00.0;-11,2;1;0;-30;19;-10,9;
2025-09-02 09:35:00.0;-11,6;1;0;-30,1;18,7;-11,4;
2025-09-02 09:40:00.0;-12;1;0;-30;18,2;-11,8;
2025-09-02 09:45:00.0;-11,2;1;0;-30,5;18,9;-11,6;
2025-09-02 09:50:00.0;-11,3;1;0;-30;19;-11;
2025-09-02 09:55:00.0;-11;1;0;-30;19,1;-11;
2025-09-02 10:00:00.0;-11,4;1;0;-29,9;18,8;-11,1;
2025-09-02 10:05:00.0;-11,8;1;0;-29,1;17,5;-11,6;
2025-09-02 10:10:00.0;-9,5;1;0;-29,8;20,1;-9,7;
2025-09-02 10:15:00.0;-9,9;1;0;-30;20,2;-9,8;
2025-09-02 10:20:00.0;-9,7;1;0;-29,9;20,4;-9,5;
2025-09-02 10:25:00.0;-10,4;1;0;-30,1;20,1;-10;
2025-09-02 10:30:00.0;-10,1;1;0;-29,9;19,8;-10,1;
2025-09-02 10:35:00.0;-9,9;1;0;-29,9;20,2;-9,7;
2025-09-02 10:40:00.0;-9,8;1;0;-29,9;20,3;-9,7;
2025-09-02 10:45:00.0;-9,8;1;0;-30,1;20,4;-9,6;
2025-09-02 10:50:00.0;-10;1;0;-30;20,2;-9,8;
2025-09-02 10:55:00.0;-9,8;1;0;-29,9;20,2;-9,7;
2025-09-02 11:00:00.0;-9,5;1;0;-30,1;20,7;-9,4;
2025-09-02 11:05:00.0;-9,4;1;0;-29,9;20,7;-9,3;
2025-09-02 11:10:00.0;-7,4;1;0;-30;22;-8;
2025-09-02 11:15:00.0;-6,6;1;0;-30;22,9;-7,1;
2025-09-02 11:20:00.0;-6,3;1;0;-29,9;23,3;-6,6;
2025-09-02 11:25:00.0;-5,8;1;0;-30;23,9;-6,1;
2025-09-02 11:30:00.0;-6,5;1;0;-30;23,7;-6,3;
2025-09-02 11:35:00.0;-7,1;1;0;-29,9;22,9;-7;
2025-09-02 11:40:00.0;-7,3;1;0;-29,9;22,7;-7,2;
2025-09-02 11:45:00.0;-7,6;1;0;-29,9;22,5;-7,4;
2025-09-02 11:50:00.0;-8,4;1;0;-30,1;22;-8,1;
2025-09-02 11:55:00.0;-9,5;1;0;-30;20,8;-9,2;
2025-09-02 12:00:00.0;-10,2;1;0;-30;20;-10;
2025-09-02 12:05:00.0;-10,7;1;0;-30,1;19,6;-10,5;
2025-09-02 12:10:00.0;-11,1;1;0;-31,1;20,2;-10,9;
2025-09-02 12:15:00.0;-10,7;1;0;-29,9;19,2;-10,7;
2025-09-02 12:20:00.0;-10,2;1;0;-30;19,7;-10,3;
2025-09-02 12:25:00.0;-10,6;1;0;-29,9;19,6;-10,3;
2025-09-02 12:30:00.0;-11;1;0;-30,1;19,2;-10,8;
2025-09-02 12:35:00.0;-11,5;1;0;-30;18,7;-11,3;
2025-09-02 12:40:00.0;-11,8;1;0;-30,1;18,5;-11,6;
2025-09-02 12:45:00.0;-12;1;0;-30;18,2;-11,8;
2025-09-02 12:50:00.0;-12,2;1;0;-30,1;18;-12,1;
2025-09-02 12:55:00.0;-12,3;1;0;-30;17,8;-12,2;
2025-09-02 13:00:00.0;-11,1;1;0;-29,9;18,6;-11,4;
2025-09-02 13:05:00.0;-10,4;1;0;-29,9;19,5;-10,4;
2025-09-02 13:10:00.0;-10,1;1;0;-30;19,9;-10,1;
2025-09-02 13:15:00.0;-10,6;1;0;-29,9;19,4;-10,5;
2025-09-02 13:20:00.0;-10,4;1;0;-30;19,7;-10,2;
2025-09-02 13:25:00.0;-10,2;1;0;-29,9;19,8;-10,1;
2025-09-02 13:30:00.0;-9,2;1;0;-29,9;20,3;-9,6;
2025-09-02 13:35:00.0;-7,7;1;0;-30,1;22,1;-8;
2025-09-02 13:40:00.0;-7,2;1;0;-29,9;22,4;-7,5;
2025-09-02 13:45:00.0;-6,8;1;0;-30;23;-7;
2025-09-02 13:50:00.0;-6,7;1;0;-29,9;23,2;-6,7;
2025-09-02 13:55:00.0;-7,4;1;0;-30;22,7;-7,3;
2025-09-02 14:00:00.0;-7,5;1;0;-30;22,6;-7,5;
2025-09-02 14:05:00.0;-5,9;1;0;-30;23,7;-6,3;
2025-09-02 14:10:00.0;-6,9;1;0;-29,9;23,2;-6,8;
2025-09-02 14:15:00.0;-6,4;1;0;-29,9;23,2;-6,8;
2025-09-02 14:20:00.0;-6,4;1;0;-30;23,8;-6,2;
2025-09-02 14:25:00.0;-7,7;1;0;-29,9;22,6;-7,3;
2025-09-02 14:30:00.0;-8,9;1;0;-29,9;21,4;-8,5;
2025-09-02 14:35:00.0;-9,7;1;0;-30;20,6;-9,4;
2025-09-02 14:40:00.0;-10,2;1;0;-30;20;-10;
2025-09-02 14:45:00.0;-10,8;1;0;-30;19,4;-10,6;
2025-09-02 14:50:00.0;-11,1;1;0;-30;19,1;-10,9;
2025-09-02 14:55:00.0;-11,4;1;0;-30;18,8;-11,2;
2025-09-02 15:00:00.0;-11,6;1;0;-30;18,6;-11,4;
2025-09-02 15:05:00.0;-11,1;1;0;-29,9;19;-10,9;
2025-09-02 15:10:00.0;-10,3;1;0;-30,1;19,8;-10,3;
2025-09-02 15:15:00.0;-9,9;1;0;-30;20,1;-9,9;
2025-09-02 15:20:00.0;-9,7;1;0;-30;20,3;-9,6;
2025-09-02 15:25:00.0;-9,5;1;0;-29,9;20,5;-9,4;
2025-09-02 15:30:00.0;-9,4;1;0;-30,1;20,9;-9,2;
2025-09-02 15:35:00.0;-9,6;1;0;-30;20,7;-9,3;
2025-09-02 15:40:00.0;-10,3;1;0;-30,1;20;-10,1;
2025-09-02 15:45:00.0;-10,8;1;0;-30;19,4;-10,6;
2025-09-02 15:50:00.0;-10,9;1;0;-30;19,2;-10,8;
2025-09-02 15:55:00.0;-11,4;1;0;-30;18,7;-11,2;
2025-09-02 16:00:00.0;-10,9;1;0;-29,9;19,1;-10,9;
2025-09-02 16:05:00.0;-11,3;1;0;-30;18,8;-11,2;
2025-09-02 16:10:00.0;-10,7;1;0;-30,1;19,4;-10,7;
2025-09-02 16:15:00.0;-10,2;1;0;-30;19,9;-10,1;
2025-09-02 16:20:00.0;-9,7;1;0;-30;20,4;-9,6;
2025-09-02 16:25:00.0;-9;1;0;-29,9;20,9;-9,1;
2025-09-02 16:30:00.0;-7,5;1;0;-30;22,2;-7,8;
2025-09-02 16:35:00.0;-8;1;0;-29,9;22,1;-7,9;
2025-09-02 16:40:00.0;-7,9;1;0;-30,1;22,3;-7,8;
2025-09-02 16:45:00.0;-7,8;1;0;-30,1;22,3;-7,7;
2025-09-02 16:50:00.0;-7,7;1;0;-29,9;22,3;-7,7;
2025-09-02 16:55:00.0;-7,8;1;0;-29,9;22,2;-7,7;
2025-09-02 17:00:00.0;-8,9;1;0;-29,9;21,4;-8,6;
2025-09-02 17:05:00.0;-10,1;1;0;-30,1;20,2;-9,8;
2025-09-02 17:10:00.0;-10,5;1;0;-30;19,7;-10,3;
2025-09-02 17:15:00.0;-10,8;1;0;-30;19,3;-10,7;
2025-09-02 17:20:00.0;-11,1;1;0;-30,1;19,1;-11;
2025-09-02 17:25:00.0;-11,5;1;0;-30,1;18,8;-11,3;
2025-09-02 17:30:00.0;-11,7;1;0;-30;18,5;-11,5;
2025-09-02 17:35:00.0;-11,8;1;0;-30,1;18,4;-11,7;
2025-09-02 17:40:00.0;-11,9;1;0;-29,8;18,1;-11,8;
2025-09-02 17:45:00.0;-11,3;1;0;-29,7;18,3;-11,4;
2025-09-02 17:50:00.0;-11,3;1;0;-30,1;18,9;-11,1;
2025-09-02 17:55:00.0;-10,5;1;0;-30;19,2;-10,8;
2025-09-02 18:00:00.0;-9,7;1;0;-30;20,2;-9,8;
2025-09-02 18:05:00.0;-9,4;1;0;-30;20,7;-9,3;
2025-09-02 18:10:00.0;-10;1;0;-30;20,4;-9,6;
2025-09-02 18:15:00.0;-10,5;1;0;-30,1;19,8;-10,3;
2025-09-02 18:20:00.0;-11;1;0;-30;19,2;-10,8;
2025-09-02 18:25:00.0;-11,4;1;0;-30,1;18,8;-11,2;
2025-09-02 18:30:00.0;-11,6;1;0;-30;18,5;-11,5;
2025-09-02 18:35:00.0;-11,8;1;0;-30;18,4;-11,7;
2025-09-02 18:40:00.0;-11,9;1;0;-30;18,2;-11,8;
2025-09-02 18:45:00.0;-12;1;0;-30;18,1;-11,9;
2025-09-02 18:50:00.0;-12,2;1;0;-30;17,9;-12,1;
2025-09-02 18:55:00.0;-12,3;1;0;-30;17,9;-12,2;
2025-09-02 19:00:00.0;-12,4;1;0;-30;17,8;-12,2;
2025-09-02 19:05:00.0;-11,7;1;0;-29,9;18,2;-11,8;
2025-09-02 19:10:00.0;-11,2;1;0;-30,1;18,9;-11,2;
2025-09-02 19:15:00.0;-10,5;1;0;-29,9;19,5;-10,4;
2025-09-02 19:20:00.0;-9,9;1;0;-29,9;20;-9,9;
2025-09-02 19:25:00.0;-9,6;1;0;-29,9;20,5;-9,4;
2025-09-02 19:30:00.0;-9,1;1;0;-29,9;20,9;-9;
2025-09-02 19:35:00.0;-8,6;1;0;-30;21,4;-8,6;
2025-09-02 19:40:00.0;-8,3;1;0;-29,9;21,7;-8,3;
2025-09-02 19:45:00.0;-8,1;1;0;-30;21,9;-8,1;
2025-09-02 19:50:00.0;-7,9;1;0;-30;22,1;-7,9;
2025-09-02 19:55:00.0;-7,9;1;0;-30;22,4;-7,7;
2025-09-02 20:00:00.0;-9,4;1;0;-30;20,9;-9,1;
2025-09-02 20:05:00.0;---;1;---;---;---;---;
2025-09-02 20:10:00.0;-9,6;---;0;-29,8;20,3;-9,4;
2025-09-02 20:15:00.0;-9,7;1;0;-30,1;20,6;-9,5;
2025-09-02 20:20:00.0;-10,4;1;0;-30;19,8;-10,2;
2025-09-02 20:25:00.0;-10,8;1;0;-30;19,4;-10,6;
2025-09-02 20:30:00.0;-10,5;1;0;-30;19,4;-10,6;
2025-09-02 20:35:00.0;-10,1;1;0;-30,1;20;-10,1;
2025-09-02 20:40:00.0;-10,5;1;0;-29,9;19,7;-10,3;
2025-09-02 20:45:00.0;-10,9;1;0;-30,1;19,4;-10,7;
2025-09-02 20:50:00.0;-11,2;1;0;-30;19;-11,1;
2025-09-02 20:55:00.0;-11,5;1;0;-30,1;18,7;-11,4;
2025-09-02 21:00:00.0;-11,5;1;0;-30;18,5;-11,5;
2025-09-02 21:05:00.0;-11,8;1;0;-30,1;18,4;-11,7;
2025-09-02 21:10:00.0;-11,3;1;0;-30;18,6;-11,4;
2025-09-02 21:15:00.0;-10,5;1;0;-30;19,4;-10,6;
2025-09-02 21:20:00.0;-11,1;1;0;-30;19,1;-10,9;
2025-09-02 21:25:00.0;-11,4;1;0;-30;18,7;-11,3;
2025-09-02 21:30:00.0;-11,7;1;0;-30,1;18,5;-11,5;
2025-09-02 21:35:00.0;-11,8;1;0;-30;18,3;-11,7;
2025-09-02 21:40:00.0;-12;1;0;-30,1;18,1;-11,9;
2025-09-02 21:45:00.0;-10,7;1;0;-30,1;19,2;-10,9;
2025-09-02 21:50:00.0;-10,3;1;0;-30,1;19,8;-10,3;
2025-09-02 21:55:00.0;-10;1;0;-30;20;-10;
2025-09-02 22:00:00.0;-9,9;1;0;-30;20,2;-9,8;
2025-09-02 22:05:00.0;-9,6;1;0;-29,9;20,4;-9,5;
2025-09-02 22:10:00.0;-9,2;1;0;-29,9;20,9;-9;
2025-09-02 22:15:00.0;-8,8;1;0;-29,9;21,2;-8,7;
2025-09-02 22:20:00.0;-8,5;1;0;-30;21,6;-8,4;
2025-09-02 22:25:00.0;-8,1;1;0;-30;21,9;-8,1;
2025-09-02 22:30:00.0;-7,9;1;0;-29,9;22;-7,9;
2025-09-02 22:35:00.0;-7,8;1;0;-30;22,3;-7,7;
2025-09-02 22:40:00.0;-7,7;1;0;-30;22,4;-7,6;
2025-09-02 22:45:00.0;-7,5;1;0;-30;22,5;-7,5;
2025-09-02 22:50:00.0;-9,2;1;0;-29,9;21,1;-8,9;
2025-09-02 22:55:00.0;-9,7;1;0;-30;20,5;-9,5;
2025-09-02 23:00:00.0;-10,3;1;0;-30,1;20;-10,1;
2025-09-02 23:05:00.0;-10,5;1;0;-30;19,7;-10,4;
2025-09-02 23:10:00.0;-11,1;1;0;-30,1;19,2;-10,9;
2025-09-02 23:15:00.0;-11,3;1;0;-30;18,9;-11,2;
2025-09-02 23:20:00.0;-11,6;1;0;-30,1;18,7;-11,4;
2025-09-02 23:25:00.0;-11,7;1;0;-30;18,4;-11,6;
2025-09-02 23:30:00.0;-11,8;1;0;-30,1;18,4;-11,7;
2025-09-02 23:35:00.0;-12;1;0;-30;18,1;-11,9;
2025-09-02 23:40:00.0;-12,1;1;0;-30;18;-12;
2025-09-02 23:45:00.0;-12,2;1;0;-30,1;18;-12,1;
2025-09-02 23:50:00.0;-12,2;0;0;-27,2;15,2;-12;
2025-09-02 23:55:00.0;-12,3;1;0;-29,9;17,7;-12,2;
2025-09-03 00:00:00.0;-12,4;1;0;-30;17,7;-12,3;
2025-09-03 00:05:00.0;-12,5;0;0;-27,2;14,9;-12,2;
2025-09-03 00:10:00.0;-12,6;0;0;-32,1;19,6;-12,5;
2025-09-03 00:15:00.0;-12,6;1;0;-30;17,5;-12,5;
2025-09-03 00:20:00.0;-12,7;1;0;-28,5;16;-12,5;
2025-09-03 00:25:00.0;-12,7;0;0;-26,6;14,1;-12,5;
2025-09-03 00:30:00.0;-12,8;1;0;-29,7;17,1;-12,6;
2025-09-03 00:35:00.0;-12,8;1;0;-30;17,3;-12,7;
2025-09-03 00:40:00.0;-12,9;1;0;-27,2;14,6;-12,6;
2025-09-03 00:45:00.0;-12,9;0;0;-30;17,2;-12,7;
2025-09-03 00:50:00.0;-12,9;1;0;-29,9;17,1;-12,8;
2025-09-03 00:55:00.0;-13;1;0;-30;17,1;-12,9;
2025-09-03 01:00:00.0;-13;0;0;-27,2;14,5;-12,7;
2025-09-03 01:05:00.0;-13;1;0;-30;17;-13;
2025-09-03 01:10:00.0;-13,1;1;0;-30;17;-13;
2025-09-03 01:15:00.0;-13,1;0;0;-27,2;14,4;-12,8;
2025-09-03 01:20:00.0;-13,1;0;0;-31;18;-13;
2025-09-03 01:25:00.0;-13,1;1;0;-30;16,9;-13,1;
2025-09-03 01:30:00.0;-13,2;1;0;-28,5;15,5;-13;
2025-09-03 01:35:00.0;-13,2;0;0;-30,4;17,4;-13,1;
2025-09-03 01:40:00.0;-13,2;1;0;-29,8;16,7;-13,1;
2025-09-03 01:45:00.0;-13,2;1;0;-30;16,9;-13,1;
2025-09-03 01:50:00.0;-13,2;1;0;-27,2;14,2;-13;
2025-09-03 01:55:00.0;-13,3;1;0;-29,7;16,5;-13,1;
2025-09-03 02:00:00.0;-13,3;1;0;-30;16,8;-13,2;
2025-09-03 02:05:00.0;-13,3;1;0;-28,5;15,4;-13,2;
2025-09-03 02:10:00.0;-13,3;0;0;-31;17,7;-13,2;
2025-09-03 02:15:00.0;-13,3;1;0;-29,9;16,7;-13,2;
2025-09-03 02:20:00.0;-13,3;1;0;-30;16,8;-13,3;
2025-09-03 02:25:00.0;-13,4;0;0;-27,2;14,1;-13,1;
2025-09-03 02:30:00.0;-13,4;1;0;-29,9;16,6;-13,3;
2025-09-03 02:35:00.0;-13,4;1;0;-30;16,7;-13,3;
2025-09-03 02:40:00.0;-13,4;1;0;-27,2;13,9;-13,2;
2025-09-03 02:45:00.0;-13,4;0;0;-32,3;18,8;-13,5;
2025-09-03 02:50:00.0;-13,4;1;0;-29,9;16,6;-13,4;
2025-09-03 02:55:00.0;-13,4;1;0;-30;16,7;-13,3;
2025-09-03 03:00:00.0;-13,4;0;0;-26,4;13,2;-13,2;
2025-09-03 03:05:00.0;-13,5;1;0;-29,6;16,2;-13,4;
2025-09-03 03:10:00.0;-13,5;1;0;-30;16,5;-13,4;
2025-09-03 03:15:00.0;-13,5;1;0;-27,2;13,8;-13,4;
2025-09-03 03:20:00.0;-12,6;0;0;-29,7;17,1;-12,6;
2025-09-03 03:25:00.0;-12,1;1;0;-30;17,9;-12,1;
2025-09-03 03:30:00.0;-11,7;1;0;-28,4;16,8;-11,6;
2025-09-03 03:35:00.0;-11,2;0;0;-27,2;15,7;-11,5;
2025-09-03 03:40:00.0;-10,7;1;0;-29,9;19,3;-10,6;
2025-09-03 03:45:00.0;-10;1;0;-30;20;-10;
2025-09-03 03:50:00.0;-9,7;1;0;-29,9;20,4;-9,5;
2025-09-03 03:55:00.0;-9,4;1;0;-30;20,7;-9,3;
2025-09-03 04:00:00.0;-9;1;0;-30;21;-8,9;
2025-09-03 04:05:00.0;-8,9;1;0;-29,9;21,2;-8,8;
2025-09-03 04:10:00.0;-9,9;1;0;-30;20,4;-9,6;
2025-09-03 04:15:00.0;-10,4;1;0;-30;19,8;-10,2;
2025-09-03 04:20:00.0;-10,7;1;0;-30,1;19,5;-10,5;
2025-09-03 04:25:00.0;-10,9;1;0;-30;19,2;-10,7;
2025-09-03 04:30:00.0;-11,2;1;0;-30;18,9;-11;
2025-09-03 04:35:00.0;-11,3;1;0;-30;18,8;-11,1;
2025-09-03 04:40:00.0;-11,3;1;0;-30;18,8;-11,2;
2025-09-03 04:45:00.0;-11,4;1;0;-30;18,7;-11,3;
2025-09-03 04:50:00.0;-11,5;1;0;-30;18,6;-11,4;
2025-09-03 04:55:00.0;-11,6;1;0;-30,1;18,6;-11,5;
2025-09-03 05:00:00.0;-11,6;1;0;-30;18,6;-11,5;
2025-09-03 05:05:00.0;-11,7;1;0;-30,1;18,5;-11,5;
2025-09-03 05:10:00.0;-11,9;1;0;-30;18,3;-11,8;
2025-09-03 05:15:00.0;-12,3;1;0;-30;17,9;-12,1;
2025-09-03 05:20:00.0;-12,5;1;0;-27,2;15,2;-12;
2025-09-03 05:25:00.0;-12,6;1;0;-29,8;17,4;-12,4;
2025-09-03 05:30:00.0;-12,7;1;0;-29,9;17,3;-12,6;
2025-09-03 05:35:00.0;-12,9;1;0;-29,2;16,4;-12,7;
2025-09-03 05:40:00.0;-12,9;0;0;-32,1;19,2;-12,8;
2025-09-03 05:45:00.0;-13;1;0;-29,9;17,1;-12,9;
2025-09-03 05:50:00.0;-13,1;1;0;-30;17,1;-12,9;
2025-09-03 05:55:00.0;-13,1;0;0;-27,2;14,4;-12,8;
2025-09-03 06:00:00.0;-13,2;1;0;-29,8;16,8;-13;
2025-09-03 06:05:00.0;-13,3;1;0;-30;16,9;-13,1;
2025-09-03 06:10:00.0;-13,2;1;0;-27,1;14,1;-13;
2025-09-03 06:15:00.0;-13,2;0;0;-34,9;21,5;-13,4;
2025-09-03 06:20:00.0;-13,3;1;0;-29,9;16,7;-13,2;
2025-09-03 06:25:00.0;-13,4;1;0;-28,6;15,4;-13,2;
2025-09-03 06:30:00.0;-13,4;0;0;-27;13,8;-13,1;
2025-09-03 06:35:00.0;-13,4;1;0;-29,5;16,3;-13,3;
2025-09-03 06:40:00.0;-13,5;1;0;-30;16,6;-13,4;
2025-09-03 06:45:00.0;-13,5;1;0;-27,2;14;-13,2;
2025-09-03 06:50:00.0;-13,6;0;0;-29,8;16,4;-13,4;
2025-09-03 06:55:00.0;-13,6;1;0;-29,9;16,4;-13,5;
2025-09-03 07:00:00.0;-13,6;1;0;-28,6;15,1;-13,5;
2025-09-03 07:05:00.0;-13,6;0;0;-27,3;13,9;-13,4;
2025-09-03 07:10:00.0;-13,7;1;0;-29,9;16,4;-13,6;
2025-09-03 07:15:00.0;-13,7;1;0;-30;16,4;-13,6;
